"","TCGA.CH.5761.11A.01R.1580.07","TCGA.CH.5761.11A.01R.1580.08","TCGA.CH.5761.11A.01R.1580.09","TCGA.CH.5761.11A.01R.1580.10","TCGA.CH.5761.11A.01R.1580.11","TCGA.CH.5761.11A.01R.1580.12","TCGA.CH.5761.11A.01R.1580.13","TCGA.CH.5761.11A.01R.1580.14","TCGA.CH.5761.11A.01R.1580.15"
"ANP32A","3082.3125","2572.1262","4098.3027","3569.9007","2955.6109","1987.7392","2480.8683","2415.4525","2330.3829"
"ANP32B","2103.2627","2525.4387","2603.2532","2772.3453","2025.9551","1780.8014","2288.0795","1799.5585","2010.9766"
"ANP32C","0.9159","2.5374","4.9505","1.1459","1.543","4.7847","1.1038","0.4415","0.3376"
"ANP32D","0","0.2537","0","0","0.3857","0.299","0","0","0"
"ANP32E","603.091","876.9131","811.8812","381.589","560.1079","1336.4234","584.2531","892.7152","1227.317"
"ANPEP","10404.5793","7279.4444","7557.2843","1123.3766","13839.9121","3735.0478","8654.1575","3335.5408","3894.3258"
"ANTXR1","1939.7825","2641.3962","5449.0806","3058.4416","3168.5445","8933.9115","2194.9963","4004.8565","7479.7121"
"ANTXR2","4567.8306","5249.2992","4568.5997","1785.3323","5359.986","9166.866","10038.2634","7296.6887","7111.3482"
"ANTXRL","0","0","0","0","0","0.299","0","0","0"
"ANUBL1","179.0498","206.2877","188.1188","229.1826","200.9754","151.6148","162.2517","203.0905","263.0206"
"ANXA1","5048.6548","8153.0589","2089.1089","4741.7876","4281.0453","2040.3708","9420.1619","3215.894","5200.6503"
"ANXA10","0.4579","0.5075","0.7072","2.2918","0.7715","0.8971","0.3679","0","0"
"ANXA11","6889.067","4876.8141","4942.7157","4305.1948","6460.1429","4699.7608","5150.1104","4857.3951","4187.0586"
"ANXA13","3.2055","2.7911","1.4144","343.3919","3.086","2.9904","1.4717","0","0"
"ANXA2","8560.0458","9038.3453","4216.4074","4839.5722","7071.5555","5046.9498","12796.9095","8048.5651","8495.6673"
"ANXA2P1","28.3915","44.1501","41.7256","17.1887","21.9877","93.6005","45.9897","40.6181","44.906"
"ANXA2P2","3260.9044","3250.8711","1646.3932","1890.7563","2725.7043","2342.1053","4351.3613","3018.1015","3369.9728"
"ANXA2P3","2.2896","3.806","11.3154","1.1459","3.086","29.9043","4.415","3.9735","2.3635"
"ANXA3","2024.9571","1584.8377","2249.6464","1627.5783","2615.38","549.6411","3135.3937","1318.3223","1746.9431"
"ANXA4","1981.4539","2042.5782","1632.2489","1432.0092","2079.5743","1689.5933","3327.0787","2071.0817","2223.6891"
"ANXA5","6523.1826","4960.5472","5543.8472","8846.8296","7745.4595","5866.9258","9703.8263","5732.0088","6357.0632"
"ANXA6","2623.4688","2621.351","2074.2574","1950.3438","3938.5","10180.9211","4893.6718","5657.3951","7445.9483"
"ANXA7","2832.7418","2686.3076","3026.8741","3598.9305","3263.8245","3483.8517","5538.6313","3118.3223","3461.1352"
"ANXA8","288.4946","1729.1909","710.0424","363.6364","289.3119","27.811","168.1383","167.3289","205.622"
"ANXA8L1","0","1.2915","0","0","0","0","0","0","0"
"ANXA8L2","216.142","613.5347","176.8034","218.4874","97.5946","12.5598","93.4511","114.3488","69.8912"
"ANXA9","35.2604","66.7327","42.4328","27.5019","35.4889","22.4282","31.6409","38.8521","47.6071"
"AOAH","75.1002","79.1658","18.3876","56.9137","70.5921","100.7775","169.61","110.3753","374.1038"
"AOC2","16.9433","19.7914","9.901","16.0428","12.7297","11.6627","4.415","9.2715","9.4539"
"AOC3","1937.9508","3386.3664","2152.0509","1862.1085","4054.2248","9938.6962","1384.106","4443.7086","5210.4418"
"AOX1","1705.7813","783.5381","1227.7228","292.2078","1577.7145","2362.4402","1771.5232","1722.2958","2542.7577"
"AOX2P","0","0","0.7072","0","0.3857","0","0.3679","0","0"
"AP1AR","365.4264","504.9355","450.495","613.8273","331.7444","358.8517","403.6056","380.574","378.8307"
"AP1B1","5414.0813","3810.3599","5152.7581","6448.8159","4986.5807","2958.134","4206.0338","5180.1325","3589.438"
"AP1G1","2787.8649","2845.1466","2785.0071","3100.8403","2579.5053","1993.7201","2449.2274","2648.1236","2413.4421"
"AP1G2","1412.8449","1819.0035","1194.9222","1385.3858","1032.1107","223.9922","742.9065","748.8786","715.72"
"AP1M1","785.8042","644.2368","676.0962","711.2299","860.2209","1231.4593","721.4864","949.2274","1017.6433"
"AP1M2","2032.2839","990.0795","1672.5601","2635.2177","2038.6849","433.0144","2405.4452","1163.7969","870.4328"
"AP1S1","784.8884","630.7888","1004.2433","899.5416","1156.862","481.4593","2190.2134","673.7307","550.0136"
"AP1S2","135.5467","247.393","129.4201","197.861","232.9926","738.6364","365.3422","271.0817","400.4396"
"AP1S3","293.5318","511.2789","221.3579","422.4599","215.6338","71.1722","278.5136","194.702","231.6202"
"AP2A1","2214.4522","1557.5534","1638.1047","2191.1154","1765.6477","2344.2673","1173.5136","2149.4437","2003.427"
"AP2A2","2172.8678","1640.6597","1652.0509","2729.9465","2039.0706","1918.3612","1240.2502","1830.9051","1474.8062"
"AP2B1","4550.8872","4651.7499","4792.7864","6178.3804","4799.8781","5547.5478","3973.5099","4905.9603","5171.6134"
"AP2M1","7342.8735","5752.4585","6916.5488","5330.0229","7954.5356","7649.8206","8838.4842","6610.1545","5973.5055"
"AP2S1","1226.3309","930.1977","1082.744","1646.6769","1347.0364","859.4498","2253.4952","1101.9868","904.5343"
"AP3B1","1062.3927","1180.1281","1278.6421","1178.7624","1084.3412","1143.5407","944.8124","1366.4459","1353.5939"
"AP3B2","66.8575","107.838","164.7808","25.974","79.4643","44.2584","69.5364","74.6137","90.4872"
"AP3D1","3881.8546","3052.703","3299.1513","5454.9274","3121.0973","3712.9187","1472.0383","3703.3113","2944.8855"
"AP3M1","1480.0229","1420.4165","1595.4738","1723.453","1743.5867","1833.7321","1652.6858","1755.8499","1517.3487"
"AP3M2","384.2015","316.1556","478.7836","537.8151","396.5502","522.1292","543.0464","479.0287","568.5837"
"AP3S1","572.8678","706.1485","585.5728","865.5462","651.9163","1263.756","1197.9397","757.6159","818.4364"
"AP3S2","1496.751","1240.256","2173.5078","1483.4454","2187.071","2008.2177","2567.3547","1635.4393","1865.2551"
"AP4B1","233.3143","292.7966","219.8161","228.6746","284.7254","207.9695","273.2009","207.4614","275.9556"
"AP4E1","179.5077","270.2293","181.0467","247.5172","217.9483","458.7321","199.4113","381.8985","428.126"
"AP4M1","363.9886","411.8523","300.8557","523.835","459.709","282.7841","516.6851","313.9073","322.2188"
"AP4S1","52.6617","79.6732","101.1315","54.2399","104.9238","128.5885","217.8072","81.6777","119.8618"
"APAF1","468.0023","502.6519","456.1528","391.1383","406.194","350.7775","391.8322","449.4481","623.6188"
"APBA1","201.0303","191.0635","125.884","107.7158","216.4053","219.1986","48.1972","169.9779","215.4135"
"APBA2","76.016","64.7028","103.2532","182.2002","116.1105","75.9569","102.2811","206.181","187.3895"
"APBA3","399.3131","206.034","175.389","315.508","210.2333","215.012","289.1832","242.8256","257.956"
"APBB1","1151.2307","1143.5901","1025.4597","525.2101","1203.5377","2125.299","887.4172","1211.0375","1198.9553"
"APBB1IP","91.5856","69.7775","30.4102","43.1627","60.9484","85.2273","74.3194","112.1413","498.6925"
"APBB2","423.1254","617.3407","429.2786","480.5195","508.8033","1146.2321","265.2686","661.3687","1211.7856"
"APBB3","225.7584","345.8428","142.8571","115.3552","184.7739","111.244","190.9492","145.6954","176.5851"
"APC","723.0681","939.8397","997.1711","622.9947","793.872","1413.8756","445.1803","1042.3841","1201.3188"
"APC2","11.0773","5.6329","9.2857","1.1459","4.6599","9.68","0.7432","13.0022","5.1254"
"APCDD1","2889.067","3142.0182","5351.4851","467.1505","2721.8468","1809.8086","3620.3091","2657.8366","3263.2789"
"APCDD1L","8.7006","6.0897","14.1443","7.2574","13.887","64.5933","3.3113","6.6225","5.0646"
"APCS","0","0","0","0.382","0","0","0.3679","0","0"
"APEH","2589.1242","1876.8884","2183.1683","4853.7051","2667.4562","1526.0167","3381.1626","2219.426","1786.4468"
"APEX1","2265.8271","2360.51","2714.2857","5336.5164","2955.9966","1881.2799","3985.2833","2081.2362","2260.1541"
"APEX2","554.0927","557.9664","537.4823","582.5057","575.1522","360.3469","552.2443","438.4106","469.3179"
"APH1A","4582.9422","4095.0522","5277.2277","4016.4248","4406.0281","2095.3947","4842.8992","3031.7881","3334.1831"
"APH1B","823.3543","813.479","1375.5304","784.9503","1025.7073","722.7871","1267.844","852.9801","747.8699"
"API5","2095.9359","2248.6122","2425.7426","2353.3231","2476.896","2779.6053","3466.8874","2478.1457","2756.8207"
"APIP","395.4482","498.6784","357.1429","437.4484","493.7591","359.1059","722.2701","426.9978","344.9149"
"APITD1","288.6777","220.3016","248.7694","218.094","310.4356","163.3852","542.7189","218.1722","201.5704"
"APLF","48.0824","84.4942","32.5318","25.974","45.5184","99.8804","79.1023","76.8212","97.5776"
"APLN","193.7035","61.9117","96.181","262.0321","140.027","39.7727","76.5269","94.0397","42.8801"
"APLNR","16.0275","33.4932","4.9505","63.0252","135.7837","104.6651","47.4614","100.2208","175.2345"
"APLP1","63.194","48.2099","69.3069","21.3904","69.8206","69.0789","57.7631","90.9492","84.0721"
"APLP2","17372.4098","15871.9747","23357.8501","35536.2872","23086.7078","24143.2416","19597.1302","21155.8499","16310.9923"
"APOA1","0","2.0299","1.4144","2.2918","3.8575","1.4952","1.4717","4.8565","1.3506"
"APOA1BP","1804.6938","1442.2379","2018.3876","2480.9015","2382.7732","1312.201","4270.4194","1441.5011","1255.6787"
"APOA2","0","0","0","0","0","0","0","0","0"
"APOA4","0","0","0","0","0","0","0","0","0"
"APOA5","0","0.2537","0.7072","1.5279","0.3857","0","0.3679","0.4415","0"
"APOB","12.822","9.3882","9.901","4.2017","23.145","72.6675","9.5659","28.2561","32.0757"
"APOB48R","222.095","154.5255","79.2079","134.0718","66.7346","102.2727","18.028","128.9183","300.4985"
"APOBEC1","0","0","0","0","0","0","0","0","0"
"APOBEC2","5.9531","15.2242","6.3649","0.7639","1.543","1296.6507","10.3017","7.064","33.7639"
"APOBEC3A","1.8317","58.8669","0.7072","3.0558","2.3145","5.0837","13.613","5.7395","9.1162"
"APOBEC3B","30.2232","41.6128","4.2433","136.7456","22.7592","9.8684","44.8859","28.2561","54.3598"
"APOBEC3C","473.9554","652.3564","1148.5149","234.1482","741.4101","704.5455","788.8153","653.8631","827.5527"
"APOBEC3D","111.2765","102.2558","105.3748","25.2101","84.0933","31.9976","103.3848","67.5497","198.194"
"APOBEC3F","272.925","269.7218","440.5941","212.3759","280.8255","156.3995","322.2958","209.2715","312.3159"
"APOBEC3G","209.273","370.9627","299.8586","180.2903","352.5748","189.5933","678.44","211.479","518.2755"
"APOBEC3H","4.1214","3.2986","0.7072","1.9099","2.7002","1.4952","6.2546","2.649","7.0904"
"APOBEC4","0.4579","1.2687","0","0","1.1572","0","0.3679","0","0.3376"
"APOC1","6.411","67.7476","38.8967","240.2597","85.2506","159.0909","249.4481","71.9647","154.6386"
"APOC1P1","0","0","0","0","0","0","0","0","0"
"APOC2","4.5793","12.9406","6.3649","53.4759","8.8722","13.1579","39.7351","7.947","27.6864"
"APOC3","0","0","0","0","0","0","0","0","0"
"APOC4","0","0","0","0","0","0","0.3679","0","0"
"APOD","1001.9462","1412.8044","444.1301","2373.1856","1938.7758","922.5478","1152.6858","1931.5673","1627.419"
"APOE","48.5404","179.3917","111.7397","909.0909","317.0859","477.5718","977.9249","868.8742","1454.8855"
"APOF","18.3171","23.8512","31.8246","168.8312","110.71","11.0646","61.0743","47.2406","16.5443"
"APOH","0","0","0","10.3132","3.086","0","0.7358","0","0"
"APOL1","1713.5661","1607.4203","1012.0226","1025.5921","896.0955","1143.8397","1659.6762","1470.6402","1990.3807"
"APOL2","690.5552","841.1363","638.6139","456.4553","672.7467","760.7656","981.972","749.2274","731.3256"
"APOL3","568.2885","659.9684","303.3946","391.9022","391.1498","425.5383","431.1994","558.9404","1001.7743"
"APOL4","1339.897","1638.6298","1617.3975","284.5684","327.1154","109.7488","694.6284","210.596","929.182"
"APOL5","0","0","0","0","0","0.299","0","0","0"
"APOL6","1680.1374","1732.0049","1754.5969","990.0688","1118.6729","1252.3923","1255.7027","1816.777","2795.3115"
"APOLD1","321.0074","1382.6098","153.4653","317.4179","763.7835","2421.3517","520.9713","4235.7616","2505.6951"
"APOM","42.1294","47.195","43.14","21.0084","39.3464","20.933","62.1781","29.1391","29.3746"
"APOO","218.4316","220.497","193.0693","245.6073","303.1989","168.9593","454.0103","250.7726","152.6127"
"APOOL","144.7052","211.3624","192.3621","151.6425","267.71","372.3086","227.3731","290.5077","320.0816"
"APP","20548.5976","11241.0312","19575.6719","25403.3613","23982.8033","22363.3373","12304.6358","18928.0353","18410.0927"
"APPBP2","1363.2513","1348.1016","1707.2136","1351.4133","1553.0265","1637.2608","1726.2693","1658.2781","1636.5352"
"APPL1","1177.3326","1376.0126","1647.1004","1397.2498","1316.5622","1886.9617","1315.6733","1670.1987","2016.0412"
"APPL2","1561.0761","1931.1879","1968.8826","1825.8212","1834.6235","998.5048","2654.8933","1578.3664","1424.1604"
"APRT","2084.0298","1457.462","1599.0099","4177.2345","2244.675","798.744","3018.3959","1367.3289","1111.5069"
"APTX","479.9084","521.1746","488.6846","525.5921","531.1767","359.7488","775.2024","441.9426","395.0374"
"AQP1","2099.4345","3046.4027","1411.7539","2679.6944","3832.9744","7740.2751","2010.3017","4957.8455","6401.5741"
"AQP10","0.4579","3.806","6.3649","1.5279","6.172","0.8971","17.2921","1.3245","5.0646"
"AQP11","169.4333","81.1957","258.8402","69.5187","247.651","70.2751","371.9647","142.6049","81.0333"
"AQP12A","0","0","0","0","0","0","0","0","0"
"AQP12B","0","0","0","0","0","1.1962","0","0","0"
"AQP2","0","2.0299","0","0.382","0.3857","2.6914","18.028","20.3091","10.4668"
"AQP3","6091.3566","12341.7398","7373.4088","3419.0222","5822.1137","1212.6196","5548.5651","4009.713","2461.3868"
"AQP4","39.3818","88.8077","43.8472","18.7166","19.6732","33.7919","20.2355","18.543","13.8432"
"AQP5","75.5581","15.2242","4.2433","7.6394","26.231","16.7464","62.1781","246.7991","72.5923"
"AQP6","5.0372","2.7911","1.4144","3.0558","6.5577","3.2895","4.0471","3.532","3.0387"
"AQP7","2.2896","6.0897","4.2433","0","4.629","33.1938","1.8396","2.649","2.7011"
"AQP7P1","0.4579","3.5523","3.5361","0.7639","2.7002","11.0646","1.1038","6.181","1.0129"
"AQP7P3","0","1.7762","2.1216","0","2.3145","1.4952","0.3679","0.883","0"
"AQP8","0","1.5224","9.901","1.1459","6.172","0","0.7358","0","0"
"AQP9","20.1488","15.4779","38.8967","11.8411","15.8157","46.6507","40.4709","45.9161","32.0757"
"AQPEP","0","0.2537","0.7072","0.7639","0","0","0.3679","1.3245","1.3506"
"AQR","803.2055","954.8102","1007.0721","1082.8877","892.6238","953.3493","707.8734","1165.5629","1256.3539"
"AR","576.9891","551.3693","540.3112","467.9144","647.2873","1187.5","451.8028","1301.5453","1356.6327"
"ARAF","2399.5421","2049.6829","1748.9392","1872.0397","1963.8495","1462.9187","1811.6262","1607.5055","1417.7453"
"ARAP1","2886.7682","2912.6227","2391.075","1665.0038","1947.2584","1836.4175","837.0088","1897.5717","2451.5784"
"ARAP2","272.0092","373.7538","181.7539","202.0626","200.2039","105.2632","131.3466","296.2472","521.9896"
"ARAP3","195.0773","412.3217","222.0651","214.6677","272.7247","251.1962","125.4599","482.1192","503.4194"
"ARC","7.3268","79.927","4.2433","25.974","2.3145","63.6962","11.0375","106.8433","19.583"
"ARCN1","4956.6113","4558.8824","5197.3126","5757.8304","5175.5979","5228.4689","5120.677","5778.8079","5127.3827"
"AREG","29.7653","520.1597","4.9505","16.4248","9.6437","28.11","10.6696","110.8168","22.9594"
"ARF1","12392.4442","10077.396","10417.256","13282.6585","14941.2263","8390.2512","14384.106","9792.936","8177.9491"
"ARF3","5654.9513","4530.2102","5106.082","6000.7639","4567.2713","4805.0239","3350.6255","5032.6711","4880.2311"
"ARF4","4140.5839","4879.859","4147.8076","5546.9824","5359.986","3947.6675","7967.9912","4102.8698","3704.2352"
"ARF5","2664.6823","2486.0841","2748.8826","3365.5195","3136.8976","1606.3696","4789.5511","1896.2472","1643.6088"
"ARF6","3511.8489","3540.1306","3731.9661","6247.8992","3272.311","2321.1722","3780.3532","3227.3731","2949.2748"
"ARFGAP1","1670.9788","1538.9114","1160.5375","1355.233","1107.1004","944.378","767.844","1022.9581","976.1137"
"ARFGAP2","2888.1511","2480.2736","2639.3211","2226.5088","2533.2154","2062.5","2300.9566","1985.4305","1929.9433"
"ARFGAP3","3505.8958","3295.7825","3007.7793","4826.9672","3320.9154","2043.3612","4890.7285","3143.4879","2842.9186"
"ARFGEF1","1634.8025","1785.1246","1879.2221","1439.2666","1554.1838","1284.39","1327.4467","1806.181","2029.7831"
"ARFGEF2","2108.7579","2150.4162","2080.6223","1890.3743","1908.6874","2016.4474","1176.6004","2271.5232","2639.6601"
"ARFIP1","1000.5724","1086.2456","1517.6803","1108.0978","1247.1274","909.689","1994.8492","1133.3333","1184.4369"
"ARFIP2","2700.8586","2364.316","2337.3409","3380.0611","2422.8911","945.5742","4204.1943","1641.5011","1302.6105"
"ARFRP1","880.1374","518.891","664.0736","853.3231","591.7394","612.7392","577.2627","630.4636","639.1502"
"ARG1","0.9159","1.0149","1.4144","8.0214","1.1572","0.299","0","0.883","3.3764"
"ARG2","5566.2278","4540.4764","4373.9604","2702.2651","7035.6616","2724.991","17105.3642","5602.6843","3802.326"
"ARGFX","0","0","0.7072","0","0","0","0","0","0"
"ARGFXP2","1.3738","1.2687","1.4144","0.7639","0.7715","0","0","0","0.6753"
"ARGLU1","1377.905","2961.6116","1199.4342","1218.8694","904.582","682.4163","710.8168","715.6733","901.4956"
"ARHGAP1","3998.6262","4149.8593","3949.7878","3928.5714","4642.4924","8593.8995","2700.883","5679.0287","5407.9605"
"ARHGAP10","430.4522","569.1308","408.7694","343.3919","738.3241","2718.6005","746.5048","922.2958","760.3626"
"ARHGAP11A","54.9513","63.6878","36.0679","355.615","47.0614","52.6316","47.8293","78.5872","115.1348"
"ARHGAP11B","3.2055","5.0747","1.4144","17.605","5.4005","5.0837","3.3113","4.4547","8.441"
"ARHGAP12","1073.3829","891.8835","962.5177","1164.2475","729.8376","622.3086","936.3503","835.7616","1016.6304"
"ARHGAP15","17.8592","39.8366","13.4371","7.6394","41.6609","46.6507","100.4415","43.2671","197.1811"
"ARHGAP17","720.3205","868.0323","584.8656","642.4752","737.5526","912.0813","547.0935","878.5872","932.896"
"ARHGAP18","743.2169","628.2514","474.5403","645.149","843.2479","477.5718","771.5232","797.7925","746.5194"
"ARHGAP19","487.2353","470.1736","434.9364","423.6058","341.7738","335.5263","201.0633","392.936","422.3861"
"ARHGAP20","212.9365","320.2154","192.3621","60.3514","307.8279","488.6364","203.0905","387.1965","421.0356"
"ARHGAP21","1042.7018","1312.3248","924.3281","1009.5493","1043.066","1435.4067","751.2877","1231.3466","1475.1439"
"ARHGAP22","122.7247","79.4195","123.7624","52.33","108.0098","49.0431","90.8756","67.9912","133.3673"
"ARHGAP23","1279.9084","2191.7753","1164.7808","645.9129","869.8646","1911.1842","326.7108","1219.8675","1372.164"
"ARHGAP24","149.2845","162.8988","250.3536","145.9129","341.0024","350.1794","135.7616","171.7439","244.1128"
"ARHGAP25","117.6875","212.3774","106.082","74.1024","169.7297","133.6722","144.5916","165.5629","606.0616"
"ARHGAP26","1416.3709","626.729","364.215","383.1169","401.9507","302.9306","203.4584","608.3885","745.8441"
"ARHGAP27","1009.273","992.3632","776.5205","791.4439","539.6632","186.0048","249.4481","480.3532","748.8828"
"ARHGAP28","165.312","173.302","115.983","136.3636","220.2628","481.1603","342.1634","482.1192","563.8568"
"ARHGAP29","1543.2169","1370.4304","1260.2546","1482.0474","1401.4271","1475.4785","2005.8867","1902.4283","2385.4181"
